ds;AUD;CAD;CHF;DKK;GBP;ISK;JPY;NZD;SEK;USD;XDR
24.11.1989;5.372;5.8722;425.38;97.89;10.72;10.92;4.772;4.0306;107.04;6.852;8.80201
27.11.1989;5.3652;5.8665;426.54;98.33;10.645;10.91;4.77;4.0287;106.98;6.839;8.78716
28.11.1989;5.385;5.8692;427.4;98.22;10.722;10.91;4.762;4.0287;106.75;6.847;8.78717
29.11.1989;5.3022;5.8313;427.96;98.44;10.628;10.86;4.741;4.0171;106.82;6.798;8.75698
30.11.1989;5.3451;5.8671;428.81;98.32;10.716;10.9;4.792;4.0218;106.85;6.831;8.79635
01.12.1989;5.3098;5.8318;427.43;98.6;10.668;10.89;4.756;4.0192;106.84;6.812;8.77917
04.12.1989;5.3101;5.8403;427.13;98.65;10.666;10.88;4.744;4.0181;106.88;6.799;8.76711
05.12.1989;5.3329;5.8666;424.99;98.51;10.686;10.88;4.745;4.0358;106.88;6.824;8.78044
06.12.1989;5.3222;5.8522;427.22;98.61;10.701;10.84;4.727;4.0064;106.87;6.797;8.75868
07.12.1989;5.2987;5.8235;426.48;98.74;10.668;10.83;4.695;4.0235;106.79;6.767;8.7429
08.12.1989;5.316;5.8419;425.67;98.62;10.711;10.83;4.706;4.0186;106.79;6.789;8.76161
11.12.1989;5.3124;5.8375;424.43;98.73;10.733;10.83;4.687;4.0217;106.73;6.776;8.74985
12.12.1989;5.2885;5.7958;423.98;98.87;10.791;10.82;4.668;4.0142;106.63;6.737;8.7451
13.12.1989;5.2283;5.7274;426.41;99.51;10.714;10.83;4.627;3.9594;106.63;6.652;8.68545
14.12.1989;5.2627;5.7788;430.04;99.3;10.717;10.86;4.651;3.9869;106.81;6.7;8.72414
15.12.1989;5.2353;5.7566;429.97;99.22;10.709;10.81;4.643;3.948;106.56;6.686;8.70979
18.12.1989;5.217;5.7396;430.97;99.5;10.69;10.83;4.618;3.9624;106.41;6.6585;8.69181
19.12.1989;5.2492;5.7592;430.05;99.24;10.735;10.83;4.65;3.9707;106.52;6.687;8.71998
20.12.1989;5.2755;5.7793;428.85;99.02;10.713;10.83;4.655;4.0099;106.52;6.703;8.71598
21.12.1989;5.2419;5.7493;427.8;98.98;10.723;10.81;4.635;3.9806;106.35;6.663;8.69508
22.12.1989;5.2249;5.7148;426.68;99.24;10.706;10.77;4.618;3.9587;106.17;6.622;8.68588
25.12.1989;;;;;;;;3.9587;;;
26.12.1989;;;;;;;;3.9587;;;
27.12.1989;5.2405;5.6571;427.93;99.77;10.698;10.79;4.622;3.9344;105.91;6.559;8.66719
28.12.1989;5.1999;5.6527;429.52;100.21;10.645;10.78;4.605;3.9419;106.11;6.541;8.65538
29.12.1989;5.2259;5.7121;427.5;100.11;10.619;10.82;4.603;3.92;106.2;6.615;8.69317
01.01.1990;;;;;;;;3.92;;;
02.01.1990;5.161;5.6703;425.55;100.28;10.67;10.82;4.562;3.94;106.34;6.5705;8.65769
03.01.1990;5.2159;5.7317;423.07;99.78;10.727;10.81;4.563;3.9463;106.36;6.657;8.70176
04.01.1990;5.2012;5.7025;423.51;99.44;10.724;10.75;4.585;3.9488;106.13;6.63;8.68769
05.01.1990;5.1577;5.6543;424.88;99.79;10.703;10.79;4.549;3.9178;106.14;6.558;8.64718
08.01.1990;5.1401;5.6477;426.08;100.01;10.771;10.75;4.532;3.8958;106.1;6.548;8.65266
09.01.1990;5.1129;5.6039;426.85;100.14;10.778;10.74;4.488;3.9431;106.05;6.501;8.59634
10.01.1990;5.1112;5.5953;428.9;100.1;10.781;10.73;4.465;3.95;106.12;6.482;8.5821
11.01.1990;5.1675;5.6437;428.96;99.72;10.786;10.74;4.49;3.9596;106.03;6.5245;8.61671
12.01.1990;5.162;5.6182;432.44;99.69;10.818;10.72;4.473;3.963;106.02;6.501;8.59354
15.01.1990;5.1531;5.6221;434.71;99.62;10.854;10.73;4.469;3.9649;106.12;6.498;
16.01.1990;5.18;5.6392;430.37;99.17;10.841;10.75;4.503;3.9788;106.1;6.561;8.61269
17.01.1990;5.1788;5.6099;433.37;99.57;10.809;10.73;4.487;3.9909;106.07;6.533;8.60056
18.01.1990;5.2017;5.6181;432.41;99.51;10.786;10.76;4.496;4.0237;106;6.551;8.61109
19.01.1990;5.2239;5.6048;432.9;99.42;10.829;10.77;4.506;4.0303;106.01;6.59;8.63218
22.01.1990;5.2501;5.5906;432.75;99.38;10.858;10.77;4.516;4.0531;105.94;6.602;8.6335
23.01.1990;5.1028;5.5817;432.77;99.52;10.808;10.77;4.504;3.9901;105.72;6.576;8.63146
24.01.1990;4.9639;5.5452;437.26;99.91;10.82;10.77;4.487;3.8449;105.83;6.523;8.6131
25.01.1990;4.9673;5.5074;438.52;99.91;10.805;10.76;4.498;3.8887;105.81;6.523;8.60821
26.01.1990;4.9627;5.4671;437.35;99.86;10.829;10.78;4.544;3.8582;105.95;6.524;8.63523
29.01.1990;4.9412;5.4443;436.34;100;10.861;10.76;4.533;3.8585;105.81;6.47;8.61047
30.01.1990;4.959;5.4506;435.86;100.05;10.893;10.78;4.508;3.8663;105.89;6.478;8.59786
31.01.1990;4.9881;5.4592;435.85;99.92;10.922;10.73;4.502;3.9134;105.86;6.489;8.60175
01.02.1990;4.995;5.4652;433.65;99.94;10.908;10.78;4.483;3.8892;105.76;6.483;8.59134
02.02.1990;5.0263;5.4679;434.24;100;10.926;10.77;4.473;3.9115;105.81;6.494;8.59747
05.02.1990;4.9553;5.4529;435.92;99.88;10.956;10.76;4.451;3.883;105.75;6.48;8.58704
06.02.1990;4.9359;5.4207;436;100.31;10.953;10.76;4.447;3.8555;105.69;6.431;8.59053
07.02.1990;4.8764;5.4087;434.52;100.25;10.94;10.74;4.425;3.8144;105.57;6.429;8.584
08.02.1990;4.8617;5.3777;433.18;100.22;10.897;10.76;4.442;3.8149;105.77;6.452;8.57845
09.02.1990;4.8471;5.3954;433.18;100.11;10.91;10.75;4.444;3.8407;105.63;6.45;8.56966
12.02.1990;4.8481;5.361;431.28;99.88;10.95;10.75;4.47;3.8335;105.42;6.445;8.56424
13.02.1990;4.8889;5.4065;431.62;99.77;10.939;10.77;4.486;3.8599;105.52;6.488;8.59011
14.02.1990;4.8178;5.3756;431.85;99.95;10.948;10.76;4.475;3.7683;105.46;6.465;8.58487
15.02.1990;4.8519;5.3685;433.43;100.02;10.968;10.75;4.481;3.7935;105.56;6.472;8.59274
16.02.1990;4.9214;5.4229;433.03;99.83;10.985;10.76;4.502;3.8146;105.46;6.514;8.61034
19.02.1990;4.9212;5.396;434.15;100.05;11.005;10.78;4.447;3.8167;105.66;6.465;
20.02.1990;4.9129;5.3862;435.45;100.14;11.032;10.78;4.451;3.8191;105.6;6.456;8.57989
21.02.1990;4.8748;5.3765;437.04;100.33;11.04;10.77;4.435;3.794;105.58;6.442;8.57913
22.02.1990;4.932;5.4021;437.15;100.19;11.052;10.78;4.437;3.8202;105.81;6.451;8.57538
23.02.1990;4.9537;5.3928;438.68;100.23;11.037;10.79;4.399;3.8224;106.18;6.467;8.57337
26.02.1990;4.9717;5.4293;438.77;100.28;11.032;10.77;4.37;3.8165;106.44;6.499;8.57394
27.02.1990;4.9536;5.4526;437.08;100.28;10.992;10.76;4.383;3.835;106.45;6.516;8.58333
28.02.1990;4.9582;5.4771;438.17;100.18;10.994;10.77;4.387;3.8466;106.58;6.518;8.58297
01.03.1990;5.0076;5.5115;437.32;100.04;10.983;10.79;4.387;3.8526;106.66;6.559;8.5835
02.03.1990;5.0087;5.5273;437.32;99.94;10.964;10.77;4.397;3.8524;106.65;6.586;8.60237
05.03.1990;4.9795;5.5054;437.08;100.52;10.782;10.73;4.396;3.8429;106.87;6.565;8.61111
06.03.1990;4.9916;5.518;438.17;100.58;10.801;10.78;4.382;3.8697;106.89;6.555;8.59557
07.03.1990;4.9905;5.5377;438.07;100.66;10.801;10.78;4.36;3.8687;106.78;6.571;8.58541
08.03.1990;4.9905;5.5554;437.03;100.67;10.819;10.77;4.354;3.8563;106.47;6.562;8.58231
09.03.1990;5.0015;5.5762;436.39;100.89;10.704;10.79;4.351;3.8629;106.64;6.579;8.58619
12.03.1990;5.0072;5.5982;436.27;100.89;10.632;10.76;4.34;3.8855;106.74;6.604;8.59121
13.03.1990;5.0399;5.627;434.4;100.96;10.636;10.77;4.34;3.8875;107.02;6.627;8.59197
14.03.1990;5.0512;5.6434;434.78;100.85;10.654;10.77;4.352;3.8941;106.98;6.616;8.59286
15.03.1990;5.0095;5.6105;433.44;100.95;10.65;10.77;4.329;3.9265;106.92;6.62;8.59203
16.03.1990;4.9619;5.5671;434.52;101.08;10.674;10.75;4.323;3.8583;106.98;6.579;8.57987
19.03.1990;4.9528;5.538;434.21;101.44;10.588;10.74;4.272;3.8277;106.99;6.56;8.56972
20.03.1990;4.9671;5.5655;434.98;101.49;10.633;10.75;4.268;3.84;107.03;6.56;8.56828
21.03.1990;4.9699;5.6113;434.67;101.33;10.527;10.76;4.28;3.8324;107.17;6.607;8.57238
22.03.1990;4.97;5.6198;436.06;101.31;10.582;10.76;4.281;3.8418;107.19;6.631;8.58283
23.03.1990;4.9494;5.6143;436.93;101.32;10.567;10.74;4.262;3.8255;107.15;6.602;8.56405
26.03.1990;4.9355;5.6186;435.42;101.13;10.676;10.73;4.247;3.8408;107.13;6.614;8.56817
27.03.1990;4.9295;5.6131;434.35;101.26;10.681;10.74;4.208;3.8523;107.11;6.606;8.5442
28.03.1990;4.9391;5.6202;434.8;101.22;10.747;10.73;4.17;3.8104;107.15;6.612;8.54594
29.03.1990;4.9571;5.6038;436.42;101.13;10.748;10.75;4.194;3.8;107.08;6.59;8.55632
30.03.1990;4.9435;5.6034;438.06;101.44;10.78;10.76;4.166;3.8045;107.15;6.559;8.53214
02.04.1990;4.9879;5.6426;438.41;101.51;10.74;10.77;4.129;3.8337;107.3;6.598;8.54111
03.04.1990;5.0137;5.64;438.79;101.45;10.749;10.76;4.15;3.8154;107.23;6.584;8.53701
04.04.1990;5.0376;5.6238;436.95;101.22;10.783;10.75;4.14;3.7954;107.2;6.566;8.52273
05.04.1990;4.9664;5.625;437.03;101.04;10.818;10.76;4.166;3.8039;107.08;6.572;8.53874
06.04.1990;5.0245;5.6275;438.04;101.3;10.768;10.75;4.175;3.8014;107.03;6.566;8.53554
09.04.1990;5.0195;5.6319;438.19;101.42;10.744;10.74;4.175;3.8649;106.84;6.551;8.5334
10.04.1990;5.0122;5.6486;437.74;101.44;10.692;10.72;4.145;3.798;106.91;6.556;8.52306
11.04.1990;4.9992;5.6301;438.66;101.79;10.698;10.77;4.123;3.7806;106.98;6.522;
12.04.1990;;;;;;;;3.7793;;;
13.04.1990;;;;;;;;3.7793;;;
16.04.1990;;;;;;;;3.7793;;;8.51206
17.04.1990;5.0077;5.5921;438.55;102.11;10.655;10.75;4.095;3.7939;107.01;6.544;8.50923
18.04.1990;5.0269;5.6226;438.54;102.18;10.693;10.76;4.097;3.7656;107.09;6.541;8.51239
19.04.1990;5.0321;5.6071;440.19;102.17;10.704;10.72;4.148;3.7906;107.06;6.51;8.51677
20.04.1990;5.0359;5.6151;440.09;102.06;10.722;10.75;4.152;3.809;107.09;6.53;8.51852
23.04.1990;5.023;5.6416;440.86;101.8;10.736;10.74;4.163;3.83;106.98;6.56;8.5236
24.04.1990;5.0326;5.6549;440.9;101.7;10.728;10.73;4.142;3.8201;106.95;6.5655;8.52261
25.04.1990;5.0322;5.6593;442.78;101.73;10.733;10.73;4.122;3.8115;106.95;6.56;8.51304
26.04.1990;4.9658;5.618;446.46;102.17;10.654;10.7;4.109;3.7703;107.05;6.525;8.51232
27.04.1990;4.9123;5.6203;446.21;102.03;10.665;10.68;4.11;3.7568;106.97;6.528;8.49978
30.04.1990;4.9024;5.6116;448.16;102.14;10.663;10.73;4.11;3.7624;107.04;6.532;8.50773
01.05.1990;;;;;;;;3.7252;;;
02.05.1990;4.9094;5.5962;447.37;101.85;10.714;10.73;4.136;3.7317;106.98;6.5285;8.50193
03.05.1990;4.9271;5.59;448.74;102.04;10.707;10.73;4.136;3.7358;106.93;6.5215;8.50534
04.05.1990;4.9166;5.5925;447.56;102.17;10.719;10.73;4.099;3.7213;106.89;6.512;8.49113
07.05.1990;4.8773;5.5621;449.45;102.32;10.751;10.73;4.098;3.7213;106.66;6.46;8.48922
08.05.1990;4.877;5.5451;449.9;102.47;10.783;10.72;4.079;3.7033;106.77;6.4425;8.47124
09.05.1990;4.86;5.4935;454.11;102.41;10.751;10.71;4.085;3.6875;106.57;6.403;8.45503
10.05.1990;4.8589;5.4959;458.08;102.34;10.725;10.72;4.084;3.6943;106.41;6.404;8.45072
11.05.1990;4.8627;5.433;456.81;102.18;10.691;10.72;4.155;3.6585;106.42;6.394;8.48848
14.05.1990;4.8915;5.4364;457.05;102.12;10.758;10.73;4.179;3.6511;106.49;6.401;8.48817
15.05.1990;4.889;5.4201;459.9;102.05;10.774;10.73;4.237;3.6546;106.46;6.389;8.49047
16.05.1990;4.9012;5.4632;458.26;101.8;10.747;10.74;4.234;3.6713;106.47;6.422;8.50998
17.05.1990;;;;;;;;3.6713;;;
18.05.1990;4.8752;5.4609;456.48;101.84;10.86;10.76;4.194;3.6695;106.37;6.409;8.48834
21.05.1990;4.914;5.464;453.85;101.63;10.894;10.74;4.194;3.6917;106.32;6.432;8.49796
22.05.1990;4.9383;5.4774;453.18;101.5;10.888;10.74;4.238;3.6959;106.13;6.441;8.49613
23.05.1990;4.92;5.4237;456.22;101.44;10.898;10.74;4.254;3.6939;106.32;6.427;8.5062
24.05.1990;;;;;;;;3.6883;;;
25.05.1990;4.9677;5.4556;455.18;101.17;10.944;10.76;4.326;3.714;106.23;6.464;8.53526
28.05.1990;4.967;5.4557;454.88;101.05;10.948;10.76;4.324;3.714;106.18;6.463;8.53387
29.05.1990;4.9353;5.4604;456.85;101.29;10.91;10.8;4.263;3.7052;106.27;6.443;8.50875
30.05.1990;4.9684;5.4637;457.55;101.12;10.993;10.75;4.273;3.7028;106.27;6.44;8.51381
31.05.1990;4.995;5.5225;456.67;100.8;10.929;10.77;4.266;3.7547;106.35;6.491;8.51619
01.06.1990;5.0135;5.5482;456.07;100.77;10.938;10.76;4.278;3.7296;106.28;6.515;8.53843
04.06.1990;;;;;;;;3.7787;;;
05.06.1990;5.0069;5.5405;453.23;101.05;10.949;10.77;4.263;3.7689;106.51;6.5175;8.53656
06.06.1990;5.0093;5.5295;454.3;100.89;10.936;10.75;4.25;3.7799;106.38;6.487;8.52061
07.06.1990;5.0579;5.5658;453.1;100.98;10.976;10.78;4.267;3.7897;106.44;6.512;8.53958
08.06.1990;5.0247;5.5394;450.94;100.84;10.985;10.76;4.248;3.7916;106.33;6.507;8.52573
11.06.1990;5.0523;5.5803;450.44;100.85;10.949;10.75;4.223;3.761;106.31;6.519;8.53454
12.06.1990;5.0275;5.5348;451.85;100.87;11.038;10.75;4.202;3.7551;106.25;6.494;8.50889
13.06.1990;5.0255;5.5462;453.12;100.78;11.074;10.76;4.204;3.7642;106.26;6.497;8.51412
14.06.1990;5.0167;5.5181;453.61;100.86;11.081;10.75;4.21;3.7638;106.26;6.469;8.50758
15.06.1990;5.0384;5.5517;452.19;100.69;11.103;10.75;4.206;3.7865;106.21;6.497;8.52069
18.06.1990;5.0464;5.529;452.72;100.99;11.073;10.75;4.208;3.7824;106.16;6.478;8.50756
19.06.1990;5.0564;5.5036;456.29;101.26;11.041;10.76;4.197;3.7642;106.32;6.452;8.49974
20.06.1990;5.0533;5.5081;456.04;101.21;11.105;10.76;4.187;3.7728;106.33;6.452;8.49961
21.06.1990;5.1031;5.5111;456.45;101.13;11.131;10.76;4.175;3.7845;106.25;6.462;8.50238
22.06.1990;5.0667;5.4919;456.13;101.11;11.114;10.76;4.171;3.7984;106.33;6.4595;8.50174
25.06.1990;5.0699;5.4438;458.05;101.13;11.153;10.75;4.146;3.7706;106.25;6.453;8.49286
26.06.1990;5.062;5.4928;456.75;100.92;11.152;10.75;4.16;3.7811;106.15;6.447;8.49289
27.06.1990;5.0449;5.4641;455.44;101.19;11.168;10.73;4.148;3.7603;106.23;6.402;8.47522
28.06.1990;5.0385;5.4856;454.78;101.2;11.138;10.75;4.177;3.7702;106.21;6.417;8.48526
29.06.1990;5.0855;5.4998;453.94;101;11.191;10.76;4.213;3.7664;106.16;6.421;8.50063
02.07.1990;5.0732;5.4779;454.91;101.25;11.201;10.75;4.214;3.7702;106.18;6.376;8.49379
03.07.1990;5.077;5.4738;455.04;101.02;11.272;10.76;4.196;3.7756;106.01;6.366;8.47875
04.07.1990;5.0888;5.4516;455.29;100.97;11.321;10.75;4.23;3.7477;105.9;6.3295;
05.07.1990;5.072;5.4546;454.66;101.04;11.344;10.76;4.223;3.7365;105.81;6.3425;8.48233
06.07.1990;5.069;5.4564;453.88;100.99;11.338;10.77;4.203;3.749;106.03;6.352;8.48208
09.07.1990;5.0722;5.4586;454.49;100.82;11.442;10.75;4.196;3.731;105.9;6.323;8.46915
10.07.1990;5.0926;5.442;454.58;100.83;11.454;10.75;4.22;3.7322;105.98;6.295;8.45903
11.07.1990;5.0303;5.4478;452.85;100.82;11.408;10.75;4.252;3.7454;105.91;6.306;8.47123
12.07.1990;5.03;5.4817;452.03;100.82;11.342;10.76;4.27;3.7735;106.01;6.363;8.50148
13.07.1990;4.9756;5.467;452.48;100.86;11.388;10.77;4.274;3.7308;105.85;6.318;8.49607
16.07.1990;4.9594;5.4753;450.87;100.78;11.429;10.77;4.28;3.7279;105.98;6.346;8.50091
17.07.1990;5.0012;5.4708;447.6;100.79;11.45;10.76;4.276;3.7561;105.91;6.329;8.49586
18.07.1990;4.9992;5.4719;448.36;100.82;11.495;10.77;4.279;3.7284;105.93;6.304;8.49224
19.07.1990;4.9525;5.4648;446.49;100.84;11.448;10.75;4.269;3.7396;105.95;6.3075;8.48428
20.07.1990;4.9299;5.4662;448.14;100.8;11.419;10.75;4.227;3.7471;105.92;6.296;8.46585
23.07.1990;4.9298;5.4369;449.5;100.95;11.446;10.75;4.222;3.7349;105.92;6.284;8.46197
24.07.1990;4.9028;5.4058;452.72;101.17;11.394;10.73;4.209;3.721;105.92;6.252;8.44883
25.07.1990;4.9171;5.4174;452.38;101.31;11.32;10.73;4.196;3.7162;105.89;6.26;8.448
26.07.1990;4.8968;5.4401;454.06;101.38;11.333;10.73;4.163;3.6647;105.91;6.266;8.44312
27.07.1990;4.933;5.4199;455.07;101.28;11.395;10.73;4.148;3.6855;105.86;6.256;8.4374
30.07.1990;4.924;5.4001;455.55;101.09;11.449;10.72;4.185;3.6683;105.79;6.217;8.43815
31.07.1990;4.8994;5.3614;455.32;101.16;11.438;10.72;4.207;3.6654;105.78;6.186;8.44785
01.08.1990;4.8844;5.3426;454.97;101.36;11.427;10.73;4.207;3.6678;105.74;6.148;8.41514
02.08.1990;4.888;5.3962;452.62;101.2;11.437;10.74;4.145;3.6787;105.74;6.219;8.4079
03.08.1990;4.844;5.3526;455.61;101.5;11.456;10.7;4.128;3.6661;105.66;6.163;8.40017
06.08.1990;4.8441;5.3305;458.77;101.69;11.458;10.77;4.084;3.6499;105.58;6.12;8.38048
07.08.1990;4.8424;5.3222;461.61;101.73;11.499;10.7;4.057;3.6787;105.44;6.114;8.37661
08.08.1990;4.8938;5.351;460.13;101.4;11.523;10.74;4.096;3.7151;105.44;6.152;8.3861
09.08.1990;4.9204;5.3638;459.18;101.48;11.521;10.72;4.121;3.7089;105.46;6.153;8.39405
10.08.1990;4.9226;5.3807;458.46;101.28;11.529;10.71;4.111;3.719;105.54;6.167;8.39606
13.08.1990;4.9024;5.3236;462.15;101.61;11.523;10.69;4.066;3.7108;105.38;6.105;8.3619
14.08.1990;4.9278;5.3344;464.12;101.44;11.522;10.72;4.08;3.7678;105.44;6.1125;8.37529
15.08.1990;4.8965;5.3024;464.43;101.7;11.516;10.69;4.103;3.7388;105.38;6.0585;8.36582
16.08.1990;4.8689;5.3051;464.68;101.49;11.505;10.69;4.112;3.7541;105.36;6.071;8.36869
17.08.1990;4.8693;5.2575;468.11;101.57;11.543;10.69;4.088;3.7383;105.35;6.034;8.34973
20.08.1990;4.8953;5.2951;468.09;101.39;11.597;10.72;4.125;3.7522;105.3;6.055;8.38315
21.08.1990;4.9653;5.3227;467.79;101.06;11.609;10.74;4.14;3.7721;105.35;6.0775;8.38033
22.08.1990;4.9627;5.3114;469.91;100.91;11.613;10.7;4.128;3.7797;105.09;6.047;8.37636
23.08.1990;4.9933;5.3045;477.65;101.08;11.713;10.68;4.128;3.7886;104.97;6.004;8.36832
24.08.1990;5.0267;5.3385;473.64;101.13;11.702;10.71;4.113;3.7705;105.11;6.02;8.35847
27.08.1990;5.0008;5.2781;473.81;101.27;11.676;10.71;4.139;3.7705;105.05;5.989;8.34136
28.08.1990;4.9797;5.2615;469.72;101.42;11.712;10.7;4.187;3.7844;105.12;5.996;8.37054
29.08.1990;5.0167;5.2774;468.92;101.24;11.73;10.72;4.186;3.7965;105.12;6.021;8.3825
30.08.1990;4.9599;5.2898;466.54;100.93;11.679;10.71;4.196;3.7404;105.15;6.058;8.38306
31.08.1990;4.9352;5.2756;468.06;101.22;11.566;10.71;4.203;3.749;105.28;6.059;8.39747
03.09.1990;4.9959;5.2813;464.64;100.87;11.449;10.71;4.259;3.7658;105.36;6.1225;
04.09.1990;4.9674;5.2757;464.25;100.94;11.476;10.7;4.236;3.7703;105.22;6.091;8.39894
05.09.1990;5.0041;5.2539;466.13;100.99;11.512;10.69;4.275;3.7829;105.24;6.062;8.4109
06.09.1990;4.9539;5.2305;464.62;101.25;11.531;10.68;4.269;3.7907;105.14;6.0155;8.3891
07.09.1990;4.9668;5.2156;466.62;101.51;11.466;10.72;4.311;3.7859;105.36;6.052;8.42154
10.09.1990;4.9504;5.2365;463.92;101.22;11.389;10.7;4.377;3.765;105.32;6.089;8.44599
11.09.1990;5.0315;5.2618;462.18;101.1;11.326;10.75;4.377;3.8082;105.47;6.147;8.45661
12.09.1990;5.0168;5.2741;462.74;101.14;11.375;10.73;4.439;3.7996;105.42;6.122;8.47989
13.09.1990;4.9736;5.2553;461.99;101.02;11.417;10.74;4.442;3.8552;105.49;6.125;8.4691
14.09.1990;5.019;5.2284;464.88;101.4;11.438;10.74;4.438;3.8276;105.4;6.069;8.45861
17.09.1990;5.0116;5.182;469.35;101.56;11.484;10.7;4.41;3.7422;105.42;6.0235;8.43802
18.09.1990;5.0187;5.203;466.76;101.6;11.513;10.71;4.379;3.7543;105.38;6.025;8.44356
19.09.1990;4.9896;5.1909;466.29;101.65;11.525;10.73;4.359;3.7523;105.35;6.015;8.429
20.09.1990;5.0219;5.2649;464.24;101.52;11.41;10.74;4.442;3.7628;105.46;6.0725;8.46598
21.09.1990;5.0609;5.2869;461.98;101.55;11.294;10.72;4.447;3.7118;105.41;6.105;8.46611
24.09.1990;5.0608;5.2796;464.68;101.6;11.325;10.73;4.478;3.7734;105.41;6.079;8.49814
25.09.1990;5.0258;5.2643;467.26;101.61;11.423;10.74;4.425;3.7364;105.36;6.044;8.45429
26.09.1990;5.0582;5.2575;466.31;101.48;11.368;10.73;4.434;3.7658;105.38;6.083;8.46407
27.09.1990;5.0277;5.2484;464.29;101.45;11.367;10.72;4.401;3.7451;105.34;6.076;8.45512
28.09.1990;5.0095;5.2414;467.26;101.44;11.371;10.71;4.398;3.7426;105.25;6.065;8.44588
01.10.1990;5.0025;5.2217;468.51;101.62;11.406;10.7;4.385;3.7336;105.24;6.02;8.42944
02.10.1990;5.0212;5.2449;465.43;101.56;11.383;10.72;4.417;3.7469;105.3;6.046;8.45007
03.10.1990;5.0112;5.2268;466.32;101.6;11.391;10.72;4.406;3.7306;105.29;6.023;8.44093
04.10.1990;4.9921;5.2097;466.82;101.93;11.39;10.7;4.444;3.6759;105.3;5.993;8.44791
05.10.1990;4.9896;5.1944;465.47;101.88;11.429;10.72;4.492;3.7468;105.31;5.972;8.4548
08.10.1990;4.9636;5.1596;461.5;101.24;11.726;10.73;4.541;3.6864;104.95;5.934;
09.10.1990;4.9274;5.1391;463.11;101.44;11.636;10.72;4.53;3.6555;104.89;5.907;8.44028
10.10.1990;4.8888;5.1419;462.83;101.63;11.636;10.73;4.534;3.6516;104.93;5.915;8.44627
11.10.1990;4.8195;5.1574;461.14;101.52;11.667;10.72;4.541;3.6612;104.87;5.928;8.4576
12.10.1990;4.8199;5.1418;460.58;101.66;11.614;10.72;4.573;3.6389;104.64;5.8885;8.44882
15.10.1990;4.6609;5.1237;458.75;101.64;11.543;10.75;4.62;3.5933;104.73;5.911;8.46922
16.10.1990;4.6572;5.1142;459.18;101.69;11.486;10.73;4.61;3.5703;104.77;5.9175;8.46131
17.10.1990;4.5475;5.0424;461.82;101.83;11.552;10.69;4.685;3.5142;104.6;5.849;8.4652
18.10.1990;4.512;4.9974;462.12;101.9;11.488;10.75;4.69;3.5211;104.54;5.862;8.47575
19.10.1990;4.5844;5.0224;461.36;102.04;11.481;10.73;4.614;3.5585;104.71;5.857;8.44591
22.10.1990;4.5731;5.0024;459.89;101.84;11.425;10.72;4.643;3.5674;104.81;5.859;8.45758
23.10.1990;4.5931;5.0437;460.55;101.95;11.503;10.73;4.63;3.5563;105.16;5.915;8.48406
24.10.1990;4.6097;5.0479;461.57;101.94;11.485;10.72;4.585;3.5759;104.9;5.906;8.46229
25.10.1990;4.6069;5.0281;461.16;101.96;11.494;10.72;4.618;3.565;104.94;5.865;8.45223
26.10.1990;4.6145;5.0625;460.3;101.99;11.544;10.74;4.605;3.5875;104.89;5.901;8.4733
29.10.1990;4.6024;5.0493;459.56;101.94;11.5;10.71;4.6;3.6265;104.81;5.874;8.4531
30.10.1990;4.6225;5.0831;458.5;101.95;11.534;10.73;4.577;3.6517;104.83;5.915;8.47111
31.10.1990;4.6406;5.0496;458.52;101.84;11.491;10.72;4.549;3.6186;104.77;5.908;8.45305
01.11.1990;4.6519;5.0744;458.31;101.79;11.452;10.7;4.519;3.6237;104.76;5.926;8.44941
02.11.1990;4.5662;5.0374;460.86;101.89;11.444;10.72;4.558;3.5492;104.68;5.869;8.44608
05.11.1990;4.5577;5.0342;463.22;102.07;11.435;10.71;4.586;3.5923;104.66;5.832;8.44048
06.11.1990;4.5703;5.0161;463.45;102.01;11.45;10.7;4.559;3.5769;104.52;5.807;8.40534
07.11.1990;4.5048;4.9866;464.84;101.96;11.419;10.68;4.538;3.5548;104.49;5.79;8.38954
08.11.1990;4.5359;4.987;463.58;102.01;11.424;10.71;4.491;3.5665;104.43;5.83;8.39625
09.11.1990;4.5307;4.9807;464.61;101.98;11.428;10.65;4.488;3.549;104.38;5.816;8.38754
12.11.1990;4.4884;4.9561;463.23;101.89;11.364;10.64;4.493;3.517;104.25;5.773;8.36427
13.11.1990;4.4876;4.953;461.58;102.08;11.345;10.65;4.47;3.5368;104.15;5.772;8.35734
14.11.1990;4.4576;4.9575;462.17;101.94;11.335;10.65;4.465;3.5256;104.18;5.778;8.35915
15.11.1990;4.4646;4.9792;462.64;102.06;11.33;10.65;4.472;3.5263;104.2;5.783;8.37511
16.11.1990;4.4606;4.982;463.25;101.97;11.354;10.64;4.471;3.5101;104.3;5.793;8.37019
19.11.1990;4.3873;4.9473;463.44;102.08;11.362;10.63;4.482;3.5029;104.19;5.75;8.35705
20.11.1990;4.4355;4.974;463.4;102.06;11.388;10.68;4.493;3.546;104.27;5.779;8.37839
21.11.1990;4.3995;4.983;463.47;101.96;11.349;10.64;4.525;3.5337;104.23;5.766;8.37529
22.11.1990;4.4545;4.9941;463.06;101.79;11.42;10.67;4.546;3.5461;104.35;5.785;
23.11.1990;4.4436;4.9981;462.63;101.78;11.41;10.68;4.562;3.5598;104.32;5.7935;
