ds;AUD;CAD;CHF;DKK;GBP;ISK;JPY;NZD;SEK;USD;XDR
11.12.1981;6.5488;4.869;313.4;78.85;10.93;70.5;2.645;4.7663;104.05;5.776;6.71333
14.12.1981;6.5693;4.873;313.7;78.2;10.885;70.95;2.636;4.7922;103.65;5.8125;6.71042
15.12.1981;6.5642;4.8595;315.95;78.6;10.88;70.45;2.642;4.7647;103.8;5.7975;6.71432
16.12.1981;6.5588;4.861;315.65;78.55;10.935;70.35;2.651;4.772;103.8;5.7875;6.7245
17.12.1981;6.5402;4.8515;316.5;78.35;10.94;70.35;2.648;4.803;103.75;5.775;6.70905
18.12.1981;6.6085;4.921;319.8;78.8;11.005;71.05;2.667;4.819;104.25;5.8525;6.7673
21.12.1981;6.5925;4.911;319.9;78.85;10.99;70.85;2.656;4.7855;104.35;5.837;6.75545
22.12.1981;6.6155;4.949;323.75;79.45;11.05;71.25;2.671;4.8121;105.15;5.858;6.79528
23.12.1981;6.5969;4.951;322.55;79;11.07;71.1;2.659;4.8084;104.65;5.8475;6.78298
24.12.1981;6.6084;4.965;323.5;79.35;11.12;71.35;2.661;4.8097;105.35;5.865;6.79208
25.12.1981;;;;;;;;4.8097;;;
28.12.1981;6.6056;4.962;323.7;79.45;11.135;71.3;2.646;4.8097;105.2;5.8625;6.79194
29.12.1981;6.5939;4.958;324.9;79.3;11.085;71.3;2.644;4.8226;104.95;5.856;6.7895
30.12.1981;6.5972;4.947;324.45;79.45;11.14;71.4;2.668;4.8048;105.1;5.855;6.80199
31.12.1981;6.5488;4.8965;322.8;79.4;11.135;71.4;2.643;4.7767;105.15;5.8075;6.7597
01.01.1982;;;;;;;;4.7767;;;
04.01.1982;6.543;4.8915;324.35;79.6;11.205;70.85;2.663;4.782;105.2;5.7925;6.7796
05.01.1982;6.5411;4.881;321.6;78.95;11.13;;2.649;4.7911;104.7;5.798;6.75351
06.01.1982;6.5325;4.881;321.75;79;11.155;;2.642;4.7769;104.9;5.7865;6.74613
07.01.1982;6.5494;4.9015;319.1;78.9;11.155;;2.639;4.8118;104.9;5.825;6.76708
08.01.1982;6.5551;4.9115;318.55;79;11.165;;2.629;4.7907;104.9;5.8275;6.77004
11.01.1982;6.5356;4.9135;317.1;78.75;11.095;;2.619;4.7672;104.65;5.835;6.75961
12.01.1982;6.5671;4.9285;314.9;78.4;11.025;;2.63;4.7645;104.3;5.871;6.76826
13.01.1982;6.5392;4.9135;316;78.6;10.98;;2.623;4.7426;104.35;5.848;6.75573
14.01.1982;6.5527;4.928;315.35;78.2;10.95;;2.611;4.7803;104.5;5.883;6.76016
15.01.1982;6.547;4.922;316.55;78.1;10.97;62.35;2.625;4.7716;104.15;5.87;6.76148
18.01.1982;6.5581;4.9185;316.65;77.9;10.98;62.2;2.612;4.7628;104.05;5.882;6.76236
19.01.1982;6.5084;4.8895;316.8;78.2;11.06;61.75;2.605;4.7694;104.2;5.838;6.73997
20.01.1982;6.5293;4.91;316.3;78.05;11.06;62.2;2.607;4.7665;104.2;5.864;6.74899
21.01.1982;6.5321;4.918;316.6;77.9;11.075;62.25;2.602;4.7613;104.15;5.8665;6.74712
22.01.1982;6.5217;4.9235;317.9;78;10.995;62.3;2.593;4.7659;104.3;5.8715;6.74729
25.01.1982;6.5216;4.9295;316.8;77.6;10.965;62.5;2.577;4.778;104.15;5.906;6.74134
26.01.1982;6.5728;4.9755;318.9;77.75;11.045;62.8;2.596;4.7765;104.55;5.955;6.79156
27.01.1982;6.5168;4.9375;319.25;78;11.09;62.45;2.588;4.7461;104.25;5.901;6.77299
28.01.1982;6.5401;4.967;319.6;77.75;11.105;62.75;2.576;4.7532;104.35;5.943;6.7894
29.01.1982;6.4192;4.9265;319.65;77.9;11.1;62.5;2.583;4.7344;104.2;5.889;6.75963
01.02.1982;6.4979;4.9465;318.7;77.4;11.095;62.7;2.568;4.7365;104.05;5.928;6.7616
02.02.1982;6.5533;4.9535;316.35;77.2;11.085;62.75;2.565;4.7497;103.9;5.9825;6.79157
03.02.1982;6.4707;4.913;315.15;77.1;11.05;62.2;2.539;4.7303;103.6;5.92;6.74247
04.02.1982;6.486;4.923;313.95;77.1;11.08;62.25;2.534;4.7279;103.75;5.934;6.74993
05.02.1982;6.4504;4.902;315.75;77.3;11.055;61.95;2.541;4.7363;103.75;5.906;6.73225
08.02.1982;6.475;4.915;314.5;77.25;11.04;62.25;2.539;4.7648;103.75;5.933;6.74742
09.02.1982;6.4855;4.919;313.2;76.75;11.025;62.55;2.522;4.7308;103.4;5.968;6.74891
10.02.1982;6.4859;4.915;314.05;76.85;11.035;62.45;2.529;4.7274;103.45;5.967;6.76109
11.02.1982;6.4713;4.915;314.35;77;11.04;62.2;2.525;4.737;103.5;5.951;6.74826
12.02.1982;6.4842;4.938;313.7;76.9;11.03;62.35;2.513;4.7365;103.5;5.981;6.74956
15.02.1982;6.502;4.9435;312.7;76.5;11.01;62.3;2.499;4.743;103.35;6.015;6.76176
16.02.1982;6.4755;4.9345;313.3;76.55;11.005;62.2;2.497;4.7248;103.25;6.008;6.75702
17.02.1982;6.4514;4.922;314.15;76.5;11.01;62.05;2.501;4.7232;103.2;5.983;6.7444
18.02.1982;6.4502;4.921;314.6;76.55;11.02;61.95;2.517;4.7398;103.25;5.98;6.75315
19.02.1982;6.4324;4.8975;315.7;76.8;11.025;61.55;2.556;4.7122;103.4;5.9435;6.75639
22.02.1982;6.4341;4.895;317.7;75.9;11.025;61.55;2.559;4.7165;103.65;5.9425;6.75692
23.02.1982;6.4602;4.9145;319.4;75.95;11.025;61.55;2.556;4.739;104.1;5.986;6.78471
24.02.1982;6.4788;4.93;321.05;76;11;61.8;2.574;4.7348;104.35;6.011;6.81046
25.02.1982;6.454;4.921;319.45;75.55;10.995;61.5;2.543;4.7164;103.8;5.999;6.77599
26.02.1982;6.4503;4.9025;318.15;75.35;10.935;61.5;2.534;4.7102;103.85;6.011;6.77374
01.03.1982;6.4546;4.898;318.2;75.2;10.97;61.5;2.538;4.6987;103.6;6.026;6.79142
02.03.1982;6.4124;4.891;318.5;75.15;10.905;61;2.522;4.6851;103.5;5.9885;6.7576
03.03.1982;6.4059;4.892;319.5;75.3;10.895;61;2.539;4.6894;103.6;5.985;6.76287
04.03.1982;6.4057;4.901;318.3;75.2;10.92;61.05;2.533;4.6886;103.6;5.99;6.76714
05.03.1982;6.3971;4.9255;321.75;75.7;10.99;60.85;2.545;4.6784;103.95;5.98;6.78467
08.03.1982;6.3586;4.903;322.35;75.6;10.865;60.35;2.538;4.6652;103.6;5.9415;6.74723
09.03.1982;6.3601;4.9145;322.05;75.35;10.83;60.3;2.531;4.6727;103.4;5.974;6.7502
10.03.1982;6.3632;4.937;322;75.5;10.835;60.2;2.52;4.6616;103.45;5.982;6.75308
11.03.1982;6.3657;4.9475;322.05;75.55;10.84;60.3;2.519;4.6796;103.3;5.992;6.76317
12.03.1982;6.3687;4.952;320.65;75.3;10.825;60.25;2.506;4.671;103.25;6.007;6.75667
15.03.1982;6.3469;4.929;320.85;75.4;10.85;60.2;2.508;4.6668;103.3;5.994;6.75308
16.03.1982;6.3587;4.936;319.8;75.2;10.865;60.05;2.482;4.6741;103.2;6.002;6.73965
17.03.1982;6.3835;4.9495;320;75.4;10.89;60.1;2.495;4.6741;103.25;6.019;6.76283
18.03.1982;6.3712;4.954;319.65;75.2;10.89;59.95;2.499;4.6778;103.25;6.017;6.75745
19.03.1982;6.3891;4.9615;318.25;74.8;10.92;59.95;2.485;4.6875;103.2;6.046;6.76783
22.03.1982;6.3865;4.959;318.4;74.75;10.91;60.05;2.48;4.6661;103.25;6.0525;6.76881
23.03.1982;6.3936;4.9655;318.5;74.4;10.92;60;2.467;4.6685;103.1;6.056;6.76249
24.03.1982;6.3852;4.9435;320.05;74.7;10.925;59.9;2.495;4.7126;103.35;6.034;6.76381
25.03.1982;6.3911;4.9485;318.5;74.45;10.935;59.85;2.483;4.6845;103.3;6.0575;6.77077
26.03.1982;6.4215;4.9665;319.15;74.55;10.88;60.35;2.462;4.6979;103.25;6.094;6.78963
29.03.1982;6.4229;4.9715;318.3;74.5;10.91;60.15;2.473;4.6941;103.2;6.112;6.80082
30.03.1982;6.4389;4.9815;315.3;74.35;10.91;60.1;2.49;4.6941;103.05;6.124;6.81846
31.03.1982;6.4232;4.9815;316.35;74.45;10.895;60;2.482;4.6725;103.05;6.12;6.81211
01.04.1982;6.4335;4.984;315.4;74.2;10.915;59.9;2.475;4.6811;103.2;6.117;6.80993
02.04.1982;6.395;4.965;314.5;74.15;10.89;59.55;2.469;4.6545;102.8;6.081;6.78402
05.04.1982;6.3928;4.968;312.4;74.1;10.82;59.7;2.459;4.6647;102.75;6.093;6.77737
06.04.1982;6.4256;4.99;313.45;74.35;10.79;59.9;2.47;4.6497;103.05;6.13;6.80412
07.04.1982;6.4039;4.958;310.7;74.4;10.74;59.55;2.48;4.6693;102.65;6.101;6.787
08.04.1982;;;;;;;;4.6787;;;
09.04.1982;;;;;;;;4.6787;;;
12.04.1982;;;;;;;;4.6787;;;
13.04.1982;6.4083;4.9755;309.25;74.45;10.78;59.7;2.473;4.6528;102.85;6.1135;6.78965
14.04.1982;6.4039;4.988;312.25;74.5;10.78;59.35;2.476;4.6657;102.7;6.108;6.78813
15.04.1982;6.4186;5.0145;310.45;74.5;10.78;59.35;2.47;4.6709;102.75;6.1285;6.79749
16.04.1982;6.4197;5.0115;309.7;74.4;10.775;59.35;2.474;4.6626;102.55;6.127;6.79178
19.04.1982;6.4145;5.015;310.45;74.5;10.76;59.25;2.485;4.6678;102.65;6.113;6.79234
20.04.1982;6.4058;4.9865;311.25;74.5;10.76;58.75;2.496;4.6424;102.7;6.0785;6.78506
21.04.1982;6.3939;4.969;312.3;74.8;10.745;58.8;2.498;4.6537;103;6.0665;6.77489
22.04.1982;6.4053;4.965;309.55;74.65;10.79;58.9;2.5;4.6621;103;6.078;6.78493
23.04.1982;6.4174;4.9695;308.6;74.8;10.78;58.65;2.507;4.6723;102.85;6.085;6.78928
26.04.1982;6.3844;4.954;309.2;75.2;10.71;58.25;2.545;4.6537;103.15;6.046;6.78476
27.04.1982;6.3999;4.951;308.75;75.1;10.775;58.35;2.532;4.6414;103.15;6.0575;6.79306
28.04.1982;6.376;4.907;307.8;75.2;10.7;57.95;2.535;4.6277;103.1;6.017;6.7737
29.04.1982;6.3879;4.9175;307.65;75.15;10.735;57.9;2.536;4.624;103.1;6.0225;6.77652
30.04.1982;6.3614;4.914;306.55;75.4;10.745;57.55;2.55;4.6174;103.25;5.988;6.76446
03.05.1982;6.3327;4.8785;307.05;75.65;10.765;57.3;2.537;4.6174;103.2;5.961;6.74261
04.05.1982;6.3749;4.9005;307.65;75.9;10.855;57.6;2.532;4.6268;103.4;6.009;6.78981
05.05.1982;6.3592;4.8985;308.4;76;10.775;57.4;2.546;4.6202;103.45;5.991;6.78457
06.05.1982;6.3534;4.8815;309.3;76.05;10.87;57.25;2.558;4.6074;103.65;5.962;6.78267
07.05.1982;6.3304;4.858;313.25;76.25;10.825;56.8;2.554;4.592;103.4;5.9265;6.75971
10.05.1982;6.3174;4.845;312.7;76.5;10.865;56.8;2.543;4.5926;103.55;5.92;6.75969
11.05.1982;6.303;4.8075;309.3;76.2;10.82;56.6;2.525;4.5862;103.3;5.911;6.75154
12.05.1982;6.2784;4.783;309;76.6;10.865;56.3;2.543;4.579;103.15;5.891;6.74025
13.05.1982;6.2926;4.77;305.85;76.2;10.875;56.45;2.522;4.582;103.2;5.922;6.74824
14.05.1982;6.3206;4.8045;307.2;76.15;10.855;56.8;2.521;4.5991;103.25;5.954;6.7569
17.05.1982;;;;;;;;4.5794;;;
18.05.1982;6.3303;4.8325;304.2;76.2;10.815;56.6;2.52;4.6223;103.25;5.991;6.78241
19.05.1982;6.3148;4.8375;302.8;76.1;10.815;56.45;2.517;4.5962;103.15;5.9845;6.77415
20.05.1982;;;;;;;;4.5813;;;
21.05.1982;6.3135;4.852;304.6;76.2;10.7;56.45;2.522;4.5723;103.05;5.965;6.76484
24.05.1982;6.3098;4.831;303.95;76.5;10.76;56.05;2.51;4.547;103.15;5.964;6.77212
25.05.1982;6.3068;4.8415;305.9;76.5;10.81;55.9;2.495;4.5897;103.35;5.977;6.77684
26.05.1982;6.315;4.8495;305.55;76.3;10.78;55.8;2.504;4.5825;103.2;5.986;6.77675
27.05.1982;6.3216;4.841;304.15;75.65;10.79;55.7;2.486;4.5855;102.85;6.0005;6.76484
28.05.1982;6.3459;4.8645;303.05;75.65;10.815;55.95;2.48;4.5959;103.15;6.04;6.78956
31.05.1982;;;;;;;;4.5959;;;
01.06.1982;6.3311;4.858;301.45;75.45;10.85;55.85;2.485;4.609;103.15;6.05;6.77842
02.06.1982;6.3812;4.891;300;75.25;10.895;55.9;2.485;4.6149;103.1;6.11;6.82255
03.06.1982;6.3567;4.8745;300;75.05;10.875;55.5;2.492;4.6164;102.95;6.063;6.79147
04.06.1982;6.3551;4.8605;299.95;75.05;10.89;55.3;2.488;4.609;103.1;6.064;6.80745
07.06.1982;6.3835;4.86;298.95;75.25;10.92;55.5;2.483;4.6332;103.2;6.1045;6.82385
08.06.1982;6.3666;4.861;301.15;75.25;10.93;55.55;2.485;4.6201;103.2;6.103;6.82004
09.06.1982;6.3824;4.858;299.05;74.85;10.89;55.45;2.47;4.6214;102.9;6.129;6.80558
10.06.1982;6.3753;4.8745;298.65;74.6;10.885;55.45;2.462;4.6046;102.9;6.1375;6.81312
11.06.1982;6.3515;4.855;299.05;74.85;10.83;55.1;2.477;4.6198;103;6.107;6.80772
14.06.1982;6.3716;4.8695;299.5;74.25;10.875;55.45;2.466;4.6417;102.9;6.155;6.79118
15.06.1982;6.374;4.844;298.65;73.9;10.91;55.4;2.459;4.6389;102.9;6.17;6.78749
16.06.1982;6.3801;4.858;296.8;73.85;10.9;55.4;2.456;4.6404;102.95;6.19;6.79767
17.06.1982;6.3944;4.8535;295.55;73.7;10.9;55.85;2.448;4.6692;102.8;6.2275;6.81712
18.06.1982;6.4048;4.835;294.95;73.6;10.83;55.6;2.45;4.6628;102.75;6.2485;6.82605
21.06.1982;6.4243;4.861;293.95;73.2;10.82;55.7;2.439;4.6671;102.4;6.292;6.82984
22.06.1982;6.4199;4.838;297.2;73.55;10.895;55.6;2.45;4.6483;102.5;6.271;6.84348
23.06.1982;6.4396;4.842;298.2;73.45;10.865;55.75;2.457;4.6565;102.55;6.305;6.85587
24.06.1982;6.4156;4.8885;299.35;73.7;10.88;55.3;2.471;4.6521;102.75;6.2655;6.84468
25.06.1982;6.4316;4.903;296.9;73.25;10.855;55.35;2.452;4.6561;102.55;6.303;6.84676
28.06.1982;6.4382;4.8945;296.7;73.4;10.835;55.5;2.448;4.6575;102.55;6.321;6.85835
29.06.1982;6.3821;4.8335;295.6;73.15;10.815;54.8;2.441;4.6324;102.15;6.264;6.81899
30.06.1982;6.3941;4.8255;297.45;73.55;10.875;54.65;2.452;4.6519;102.6;6.249;6.82541
01.07.1982;6.4233;4.872;299.25;73.65;10.895;55;2.455;4.6943;102.9;6.291;6.86556
02.07.1982;6.4392;4.894;301.35;74.15;10.955;54.6;2.472;4.6811;103.35;6.313;6.88875
05.07.1982;6.4824;4.963;302.5;74.6;11.045;54.95;2.484;4.6943;103.85;6.369;6.93909
06.07.1982;6.476;4.9255;300.75;74.1;10.985;54.8;2.475;4.6875;103.55;6.362;6.91708
07.07.1982;6.4861;4.948;299.45;73.7;10.94;54.85;2.471;4.7125;103.25;6.405;6.92829
08.07.1982;6.4882;4.963;299;73.75;10.96;54.7;2.474;4.7087;103.35;6.4;6.9337
09.07.1982;6.4779;4.968;299.75;73.9;10.96;54.55;2.487;4.7097;103.4;6.3775;6.92692
12.07.1982;6.4509;5.0035;303.25;74.6;11.02;54.3;2.504;4.6997;103.9;6.347;6.93499
13.07.1982;6.4469;5.01;301.2;74.2;11.01;54.35;2.498;4.7089;103.7;6.367;6.9364
14.07.1982;6.4673;5.0255;300.5;74.05;11.03;54.2;2.492;4.7151;103.65;6.389;6.93941
15.07.1982;6.4654;5.0365;300.45;74.05;11.025;54.35;2.494;4.7189;103.75;6.391;6.94018
16.07.1982;6.4568;5.0435;300.4;74;10.975;53.9;2.495;4.7088;103.65;6.38;6.92689
19.07.1982;6.4079;5.0195;301.5;74.2;11.01;53.9;2.493;4.69;103.5;6.322;6.90584
20.07.1982;6.4119;5.0405;301.6;74.25;11.02;53.45;2.492;4.7059;103.7;6.342;6.92305
21.07.1982;6.3803;5.0305;303.1;74.55;10.99;53.35;2.49;4.6836;103.75;6.312;6.91581
22.07.1982;6.3426;4.998;304.1;74.65;10.975;53;2.488;4.6678;103.65;6.283;6.88937
23.07.1982;6.2742;4.9775;308.65;74.9;11;52.65;2.502;4.6607;103.95;6.246;6.89521
26.07.1982;6.2915;4.9495;307.85;74.75;11;52.55;2.493;4.6671;104.05;6.2405;6.8819
27.07.1982;6.3151;4.9715;307.9;74.75;11.04;52.65;2.499;4.7182;104.1;6.2835;6.90726
28.07.1982;6.4194;5.0795;310.95;75.85;11.225;53.35;2.533;4.7667;105.65;6.404;7.01904
29.07.1982;6.4616;5.1235;309.65;75.75;11.22;53.4;2.532;4.7636;106.1;6.4745;7.07371
30.07.1982;6.3932;5.12;307.9;75.6;11.195;52.95;2.516;4.7495;105.9;6.438;7.03081
02.08.1982;6.5459;5.2485;318.5;77.8;11.51;54.1;2.573;4.8303;108.5;6.5675;7.19995
03.08.1982;6.5028;5.2335;318.5;77.7;11.49;53.5;2.553;4.8361;108.35;6.534;7.16362
04.08.1982;6.5841;5.299;317.1;77.55;11.54;54.4;2.565;4.8928;108.8;6.646;7.22261
05.08.1982;6.5764;5.337;316.35;77.45;11.53;54.5;2.576;4.9284;108.55;6.656;7.23807
06.08.1982;6.622;5.3765;314.55;77.2;11.48;54.7;2.583;4.9252;108.7;6.726;7.27464
09.08.1982;6.6613;5.419;314.9;77.2;11.505;54.75;2.584;4.9442;109.15;6.7925;7.3179
10.08.1982;6.6211;5.395;315.85;77.55;11.525;54.4;2.58;4.9425;109.15;6.7495;7.31032
11.08.1982;6.6393;5.417;315.05;77.4;11.525;54.7;2.578;4.9146;109.1;6.788;7.31068
12.08.1982;6.601;5.384;314.7;77.35;11.49;54.45;2.572;4.9188;109.1;6.77;7.29806
13.08.1982;6.5639;5.3695;314.5;77.5;11.51;;2.569;4.8859;108.85;6.73;7.28139
16.08.1982;6.5713;5.3975;313.6;77.25;11.495;;2.563;4.8807;109.1;6.756;7.28114
17.08.1982;6.6047;5.4625;315.55;77.9;11.59;;2.572;4.8674;109.75;6.8075;7.32984
18.08.1982;6.4897;5.3975;315.7;77.35;11.525;;2.566;4.8399;108.4;6.661;7.23971
19.08.1982;6.5081;5.392;317.3;77.45;11.575;;2.596;4.891;108.8;6.7125;7.28434
20.08.1982;6.4678;5.3725;319.05;77.55;11.58;;2.599;4.8549;108.65;6.636;7.24465
23.08.1982;6.4907;5.37;320.1;77.4;11.555;46.4;2.598;4.889;108.6;6.64;7.24484
24.08.1982;6.4612;5.325;320.55;77.4;11.525;49;2.597;4.884;108.8;6.595;7.23478
25.08.1982;6.4362;5.3095;319.55;77.35;11.545;45.75;2.608;4.8282;108.45;6.543;7.19344
26.08.1982;6.4499;5.3235;320.2;77.2;11.56;45.95;2.607;4.8664;108.65;6.577;7.21168
27.08.1982;6.4204;5.338;319.3;77.2;11.57;46.05;2.595;4.8338;108.8;6.595;7.20761
30.08.1982;6.5255;5.399;315.2;76.9;11.545;46.9;2.586;4.8338;108.9;6.703;7.24487
31.08.1982;6.5041;5.436;317.35;77.2;11.565;46.85;2.595;4.9124;109.35;6.737;7.29678
01.09.1982;6.4996;5.4225;315.85;77;11.54;46.75;2.592;4.8951;109.15;6.7225;7.27791
02.09.1982;6.4556;5.385;316.2;76.9;11.54;46.3;2.583;4.8819;108.35;6.659;7.24899
03.09.1982;6.4277;5.3755;318.2;77.1;11.55;46.15;2.592;4.8608;108.45;6.634;7.23663
06.09.1982;6.646;5.5345;326.3;79;11.875;47.75;2.662;5.0202;111.3;6.87;7.45924
07.09.1982;6.6213;5.5215;326.2;79;11.86;47.65;2.663;5.0106;111.15;6.8425;7.4432
08.09.1982;6.6228;5.5495;324.2;78.95;11.865;47.8;2.653;5.0148;111.3;6.8685;7.44326
09.09.1982;6.6499;5.5955;324.4;78.75;11.87;48;2.656;5.0296;111.15;6.894;7.46448
10.09.1982;6.6551;5.604;324.65;78.2;11.88;48.15;2.647;5.0265;111.3;6.926;7.47911
13.09.1982;6.6568;5.619;323.5;78.15;11.88;48.2;2.644;5.0414;111.15;6.963;7.49268
14.09.1982;6.6413;5.609;323.5;78.1;11.87;48.05;2.636;5.0265;111.15;6.9375;7.47571
15.09.1982;6.6566;5.644;326.05;78.35;11.9;48.05;2.646;5.0148;111.5;6.9515;7.50915
16.09.1982;6.6788;5.656;325.7;78.4;11.92;48.35;2.65;5.0451;111.7;6.99;7.53068
17.09.1982;6.6478;5.621;324.85;78.3;11.855;47.95;2.628;5.0328;111.25;6.939;7.4869
20.09.1982;6.6204;5.611;325.6;79;11.865;47.7;2.627;5.019;111.3;6.913;7.46874
21.09.1982;6.642;5.6445;325.4;79.15;11.89;47.55;2.623;5.0085;111.45;6.9455;7.49107
22.09.1982;6.6145;5.642;324.35;79;11.86;47.7;2.628;5.0106;111.15;6.9115;7.46753
23.09.1982;6.6195;5.6375;323.85;78.95;11.875;47.75;2.625;5.0127;111.2;6.92;7.46543
24.09.1982;6.6187;5.6355;321.55;78.9;11.86;47.9;2.608;5.0127;111.05;6.943;7.47053
27.09.1982;6.6416;5.647;321.1;78.85;11.865;47.9;2.603;5.0202;111.05;6.971;7.47926
28.09.1982;6.6239;5.6435;321.05;78.65;11.835;47.85;2.594;5.0138;111;6.975;7.47204
29.09.1982;6.6049;5.635;320.75;78.7;11.815;47.7;2.589;4.9752;110.75;6.951;7.45773
30.09.1982;6.6075;5.645;320.9;78.65;11.78;47.65;2.596;5.0053;110.7;6.959;7.46241
01.10.1982;6.6059;5.633;320.75;78.8;11.81;47.75;2.592;4.9884;111;6.962;
04.10.1982;6.6321;5.6615;319.45;78.6;11.815;48.05;2.571;4.9989;111.3;7.0075;7.47847
05.10.1982;6.6132;5.6565;318.2;78.35;11.8;47.7;2.555;4.9884;111.15;7.004;7.46802
06.10.1982;6.6237;5.671;319.6;78.6;11.85;47.85;2.558;5.0242;110.95;7.0125;7.48676
07.10.1982;6.6897;5.7055;324.3;79.25;11.97;48.2;2.597;5.0642;;7.065;7.55432
08.10.1982;6.8277;5.8225;335.05;80.75;12.29;48.7;2.685;5.1853;98.2;7.18;
11.10.1982;6.8145;5.832;335.9;81.55;12.315;48.3;2.717;5.1975;97.95;7.16;7.73094
12.10.1982;6.9034;5.9005;340.5;82.05;12.44;48.7;2.747;5.2437;99;7.2375;7.81636
13.10.1982;6.8973;5.915;339.7;81.8;12.435;48.65;2.735;5.2243;99.2;7.2525;7.8179
14.10.1982;6.8551;5.8945;337.65;81.05;12.375;48.6;2.715;5.1937;98.75;7.228;7.77892
15.10.1982;6.8547;5.89;336.65;80.75;12.35;48.25;2.695;5.2189;98.55;7.255;
18.10.1982;6.8304;5.878;336.4;81.8;12.355;46.6;2.694;5.1607;98.55;7.2225;7.76997
19.10.1982;6.768;5.8385;332.2;80.9;12.2;46.1;2.661;5.1403;97.55;7.1565;7.68844
20.10.1982;6.7545;5.8415;331.35;80.75;12.2;46.3;2.664;5.1358;97.4;7.174;7.69541
21.10.1982;6.7784;5.8605;331.45;80.9;12.21;46.25;2.636;5.1567;97.3;7.2;7.70566
22.10.1982;6.7883;5.8865;333.05;80.95;12.26;46.4;2.657;5.1437;97.8;7.22;
25.10.1982;6.7967;5.896;330.45;80.8;12.21;46.35;2.616;5.133;97.55;7.248;7.72369
26.10.1982;6.765;5.894;330.05;80.75;12.175;46.25;2.621;5.1105;97.35;7.225;7.7103
27.10.1982;6.7551;5.8855;330.1;80.75;12.18;45.9;2.615;5.1126;97.2;7.2145;7.70249
28.10.1982;6.7885;5.915;329.85;80.8;12.22;46.05;2.636;5.134;97.75;7.261;7.73565
29.10.1982;6.7836;5.9125;328.45;80.45;12.155;45.85;2.616;5.1244;97.5;7.249;
01.11.1982;6.7786;5.914;328.55;80.55;12.165;45.8;2.609;5.138;97.3;7.245;7.70716
02.11.1982;6.7638;5.9025;329.35;80.85;12.165;45.5;2.621;5.1286;97.4;7.219;7.70101
03.11.1982;6.7609;5.9155;329.35;80.75;12.155;45.5;2.616;5.133;97.2;7.224;7.69522
04.11.1982;6.8033;5.956;328;80.75;12.165;45.7;2.621;5.154;97.45;7.285;7.73091
05.11.1982;6.8015;5.9675;328.5;80.7;12.155;45.7;2.636;5.139;97.3;7.283;7.73484
08.11.1982;6.8394;5.996;328.2;80.65;12.14;45.75;2.654;5.1611;97.35;7.325;7.76201
09.11.1982;6.8504;6;328.65;80.65;12.125;45.75;2.678;5.1731;97.1;7.319;7.76722
10.11.1982;6.8633;5.9785;329.05;80.6;12.115;45.55;2.703;5.1647;96.9;7.284;7.76219
11.11.1982;6.8664;5.971;327.7;80.45;12.085;45.4;2.724;5.212;96.8;7.301;7.7587
12.11.1982;6.8684;5.9695;327.75;80.6;12.085;45.45;2.728;5.1916;96.9;7.31;7.77207
15.11.1982;6.867;5.982;328.65;80.55;11.95;45.45;2.732;5.1978;96.7;7.312;7.76308
16.11.1982;6.8835;5.966;331.1;80.95;11.905;45.3;2.733;5.2161;96.85;7.311;7.77803
17.11.1982;6.8525;5.936;332.25;81.15;11.66;44.95;2.775;5.2315;96.4;7.2685;7.7403
18.11.1982;6.8595;5.949;331.65;81.1;11.68;45.15;2.771;5.1774;96.4;7.2875;7.75762
19.11.1982;6.837;5.928;331.15;81.2;11.695;44.8;2.795;5.154;96.1;7.237;7.73758
22.11.1982;6.8409;5.9085;331.3;81.4;11.48;44.55;2.828;5.1536;96.15;7.211;7.7224
23.11.1982;6.8574;5.911;329.85;81.2;11.555;44.55;2.82;5.1296;95.95;7.249;7.74186
24.11.1982;6.8377;5.8675;329.4;81.15;11.47;44.4;2.85;5.1277;95.7;7.196;7.71764
25.11.1982;6.8103;5.801;331.3;81.05;11.385;44.05;2.861;5.1267;95.35;7.144;7.68509
26.11.1982;6.8545;5.8145;331.1;80.85;11.31;44.3;2.852;5.1401;95.45;7.189;7.72271
29.11.1982;6.7706;5.7205;331.55;81;11.405;43.7;2.829;5.0838;95.25;7.0875;7.65011
30.11.1982;6.781;5.7125;331.55;80.9;11.435;43.75;2.813;5.0486;95.2;7.097;7.66142
01.12.1982;6.7266;5.6625;331.3;80.9;11.43;43.15;2.818;5.0469;95;6.997;7.60427
02.12.1982;6.7471;5.67;331.75;80.75;11.425;43.25;2.817;5.0643;95;7.021;7.61399
03.12.1982;6.6712;5.601;331.85;80.75;11.355;42.7;2.808;5.0299;94.45;6.932;
06.12.1982;6.6782;5.598;335.2;81.3;11.29;42.6;2.82;4.9989;94.4;6.92;7.56688
07.12.1982;6.6741;5.574;337.6;81.6;11.22;42.5;2.852;5.0647;94.55;6.909;7.5733
08.12.1982;6.7453;5.6175;338.8;81.65;11.435;42.9;2.885;5.098;95.15;6.9915;7.63982
09.12.1982;6.77;5.672;338.3;81.65;11.38;43.2;2.877;5.0826;95.2;7.03;7.66495
10.12.1982;6.7733;5.6935;338;81.65;11.365;42.85;2.886;5.0999;95.25;7.03;
13.12.1982;6.816;5.744;338.45;82.05;11.44;43.2;2.887;5.154;95.75;7.105;7.70026
14.12.1982;6.8243;5.7525;339.95;82.1;11.46;43.25;2.894;5.1019;95.75;7.1;7.72977
